parameter_id,JAXLA_CSD_077_001
gene_symbol,Cds2
mouse_strain,C57BL
parameter_name,Contact righting
pvalue,0.2431526
analysis_id,929b02e1k13mpvq
mouse_life_stage,Early adult
gene_accession_id,MGI:1332236
