parameter_id,MGP_IMM_066_001
gene_accession_id,MGI:1918345
mouse_life_stage,Early adult
analysis_id,6gywzgniid1sqjc
pvalue,0.5353537
parameter_name,CD11b-high cDC - % of cDC
gene_symbol,Kif24
mouse_strain,C57BL
