parameter_id,IMPC_ECG_003_001
pvalue,0.7829826
gene_symbol,Stk35
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,8yy92e5n45oh053
gene_accession_id,MGI:1914583
parameter_name,CV
