parameter_name,Startle response
mouse_life_stage,Early adult
analysis_id,9o1gddtvhrs7krk
mouse_strain,C57BL
gene_accession_id,MGI:106100
gene_symbol,Etfdh
parameter_id,HMGULA_SHI_009_001
pvalue,0.1263496
