gene_symbol,Jun
analysis_id,3rb957kof8319rq
mouse_life_stage,Early adult
parameter_id,JAXLA_CSD_041_002
mouse_strain,C55BL
parameter_name,Hindpaw - size
pvalue,0.6250341
gene_accession_id,MGI:96646
