parameter_id,HRWLLA_OFD_011_001
analysis_id,605267mk0e4499s
pvalue,0.244236
gene_accession_id,MGI:2446186
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Lpgat1
parameter_name,Periphery resting time
