gene_symbol,Ola1
parameter_name,Mean left eye lens density
parameter_id,IMPC_EYE_056_001
analysis_id,71l4z7lke6ttd03
gene_accession_id,MGI:1914309
mouse_life_stage,Early adult
pvalue,0.2407046
mouse_strain,C57BL
