gene_symbol,Snap23
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
parameter_id,JAX_OFD_015_001
analysis_id,mv9twp13ty229za
parameter_name,Center resting time
gene_accession_id,MGI:109356
pvalue,0.2775052
