parameter_name,Creatinine
mouse_strain,C57BL
gene_symbol,Atrn
pvalue,0.6699306
parameter_id,IMPC_CBC_005_001
gene_accession_id,MGI:1341628
analysis_id,ka55866m47xb806
mouse_life_stage,Early adult
