parameter_id,IMPC_ACS_033_001
gene_accession_id,MGI:88174
mouse_life_stage,E12.5
mouse_strain,C57BL
analysis_id,1zq36f33qi27w22
gene_symbol,Bmi1
pvalue,0.4634846
parameter_name,% Pre-pulse inhibition - PPI1
