gene_symbol,Fgb
mouse_strain,C57BL
parameter_id,MGP_IMM_007_001
parameter_name,Resting CD4+ T helper cells - % of CD4+ T helper cells
analysis_id,i5p02yg21u65071
gene_accession_id,MGI:99501
mouse_life_stage,Early adult
pvalue,0.1230689
