parameter_name,Whole arena average speed
pvalue,0.9508507
gene_accession_id,MGI:2444777
parameter_id,JAXLA_OFD_009_001
gene_symbol,Ncaph
mouse_life_stage,Early adult
mouse_strain,C59BL
analysis_id,803y8v95hgx1v88
