gene_symbol,Secisbp2l
parameter_id,JAX_SLW_013_001
gene_accession_id,MGI:1917604
analysis_id,vp48tveah571hi5
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
pvalue,0.5793397
parameter_name,Breath rate during sleep mean
