gene_symbol,Cldn19
pvalue,0.9195126
mouse_life_stage,Early adult
gene_accession_id,MGI:3033992
mouse_strain,C57BL
parameter_id,IMPC_CSD_029_001
analysis_id,seacqr7z8454g91
parameter_name,Activity (body position)
