gene_symbol,Nucks1
parameter_id,MGP_CSD_030_001
mouse_strain,C57BL
gene_accession_id,MGI:1934811
parameter_name,Limb coat/hair presence
mouse_life_stage,Middle aged adult
analysis_id,ivoqm488nnj0864
pvalue,0.5430462
