mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,23o7sj5rws97uw8
parameter_name,% Pre-pulse inhibition - Global
gene_accession_id,MGI:2446274
gene_symbol,Frmpd1
pvalue,0.5322643
parameter_id,IMPC_ACS_037_001
