gene_symbol,Fpgs
mouse_life_stage,Early adult
parameter_id,IMPC_HEM_008_001
parameter_name,Platelet count
analysis_id,8x80u7202y23d2u
pvalue,0.3812233
mouse_strain,C57BL
gene_accession_id,MGI:95576
