gene_symbol,Frmpd1
parameter_name,Triglycerides
gene_accession_id,MGI:2446274
parameter_id,HMGULA_CBC_017_001
mouse_strain,C57BL
analysis_id,242p6hu47x1x223
mouse_life_stage,Early adult
pvalue,0.5180521
