parameter_name,Tibia length
gene_accession_id,MGI:99915
analysis_id,my7m14n077ir4f2
parameter_id,IMPC_XRY_033_001
gene_symbol,Lamb3
pvalue,0.9638768
mouse_life_stage,Early adult
mouse_strain,C57BL
