gene_symbol,Lpgat1
pvalue,0.8965327
parameter_id,MGP_PBI_040_001
gene_accession_id,MGI:2446186
analysis_id,1u3r7417fv9h7hj
parameter_name,Eosinophil number
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
