parameter_id,MGP_PBI_009_001
mouse_life_stage,Early adult
analysis_id,an6184r6e12o60a
pvalue,0.5444604
parameter_name,CD4+ CD44+ CD62L- alpha beta effector T cell percentage
gene_accession_id,MGI:1913105
mouse_strain,C57BL
gene_symbol,Slc28a2
