parameter_name,Body Weight
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.6286935
gene_symbol,Col6a3
parameter_id,M-G-P_020_001_001
gene_accession_id,MGI:88461
analysis_id,t51kw61pvg08983
