pvalue,0.163691
parameter_id,HRWLLA_OFD_020_001
parameter_name,Distance travelled - total
gene_symbol,Psmd14
mouse_life_stage,Early adult
analysis_id,y641aa954v4s7c7
gene_accession_id,MGI:1913284
mouse_strain,C57BL
