gene_symbol,Secisbp2l
mouse_strain,C57BL
pvalue,0.6830054
parameter_name,Heart weight
parameter_id,HMGULA_HWT_008_001
analysis_id,f38wi5780hmf94k
mouse_life_stage,Late adult
gene_accession_id,MGI:1917604
