parameter_id,IMPC_GEO_011_001
analysis_id,63p33kjwxa554qz
pvalue,0.9206546
parameter_name,Blood Vessel Morphology
mouse_life_stage,Early adult
gene_symbol,Col6a3
gene_accession_id,MGI:88461
mouse_strain,C57BL
