gene_accession_id,MGI:1914672
gene_symbol,Dhdds
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_IMM_004_001
pvalue,0.9742695
parameter_name,NKT cells (panel A)
analysis_id,3869455gdo2q7sf
