gene_symbol,Tiprl
parameter_id,IMPC_EYE_026_001
analysis_id,anom8ui8k5j3842
mouse_strain,C57BL
gene_accession_id,MGI:1915087
parameter_name,Retinal Blood Vessels Pattern
pvalue,0.08194704
mouse_life_stage,Early adult
