parameter_id,ESLIM_016_001_005
parameter_name,Mean cell volume
pvalue,0.401295
gene_accession_id,MGI:109356
mouse_life_stage,Late adult
mouse_strain,C57BL
gene_symbol,Snap23
analysis_id,03156ei01i205h9
