gene_symbol,Jun
parameter_name,Effector Treg cells - % of Treg
gene_accession_id,MGI:96646
parameter_id,MGP_IMM_010_001
mouse_life_stage,E9.5
analysis_id,9k39dwu1ww8t07t
pvalue,0.5428056
mouse_strain,C57BL
