parameter_name,24kHz-evoked ABR Threshold
gene_symbol,Bmi1
parameter_id,IMPC_ABR_010_001
mouse_life_stage,E15.5
gene_accession_id,MGI:88174
pvalue,0.2366954
analysis_id,0l5bv5w70i17o0s
mouse_strain,C57BL
