parameter_name,Heart weight
pvalue,0.6109229
mouse_life_stage,Late adult
parameter_id,IMPC_HWT_008_001
gene_accession_id,MGI:2441730
mouse_strain,C57BL
analysis_id,8e47ym6ibg90fi9
gene_symbol,Tbl1xr1
