parameter_name,6kHz-evoked ABR Threshold
parameter_id,IMPC_ABR_004_001
analysis_id,2sy7ynvf0y33h21
gene_symbol,Mov10
gene_accession_id,MGI:97054
pvalue,0.06076477
mouse_strain,C57BL
mouse_life_stage,Early adult
