parameter_id,IMPC_EYE_004_001
mouse_life_stage,Early adult
gene_accession_id,MGI:109585
gene_symbol,Pld1
parameter_name,Eyelid morphology
pvalue,0.3923002
mouse_strain,C54BL
analysis_id,06216j51883e22o
