parameter_id,JAX_OFD_015_001
analysis_id,z97xa2126897ub0
gene_symbol,Casq1
gene_accession_id,MGI:1309468
mouse_life_stage,Early adult
pvalue,0.2577588
mouse_strain,C57BL
parameter_name,Center resting time
