parameter_id,MGP_IMM_067_001
gene_symbol,Mapkap1
mouse_life_stage,E12.5
gene_accession_id,MGI:2444554
analysis_id,k7y1rav3vukra25
mouse_strain,C57BL
parameter_name,CD11b-low cDC - % of cDC
pvalue,0.7471675
