parameter_name,Lean/Body weight
parameter_id,IMPC_DXA_008_001
mouse_life_stage,Early adult
pvalue,0.9461973
analysis_id,01589690m03b054
gene_symbol,Bpifa3
mouse_strain,129SV
gene_accession_id,MGI:1920638
