parameter_id,JAXLA_DXA_007_001
parameter_name,BMC/Body weight
mouse_life_stage,Middle aged adult
gene_symbol,Lpgat1
analysis_id,1w9265k92j6dpyb
gene_accession_id,MGI:2446186
pvalue,0.5272834
mouse_strain,C57BL
