parameter_id,IMPC_ABR_012_001
pvalue,0.9494157
analysis_id,t973l784b1psi19
mouse_life_stage,Early adult
gene_accession_id,MGI:1339969
mouse_strain,C57BL
gene_symbol,Gja10
parameter_name,30kHz-evoked ABR Threshold
