gene_symbol,Eprs1
parameter_name,NK cells (Panel A) - % of live leukocytes (Panel A)
gene_accession_id,MGI:97838
pvalue,0.4077293
analysis_id,vkf6yggnfive54v
parameter_id,IMPC_IMM_005_002
mouse_life_stage,Early adult
mouse_strain,C57BL
