gene_symbol,Rap2b
mouse_life_stage,Early adult
pvalue,0.9041862
analysis_id,37333c619uhx912
parameter_name,Tremor
parameter_id,IMPC_CSD_030_001
mouse_strain,C57BL
gene_accession_id,MGI:1921262
