gene_symbol,Bdh2
parameter_name,Blood Vessel Morphology
gene_accession_id,MGI:1917022
analysis_id,7n79gpl05055579
parameter_id,IMPC_GEO_011_001
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.9602783
