gene_symbol,Cntfr
gene_accession_id,MGI:99605
parameter_id,IMPC_IMM_052_001
mouse_strain,129SV
analysis_id,47u4d75u087320u
mouse_life_stage,Early adult
parameter_name,Eosinophils
pvalue,0.548479
