parameter_id,IMPC_ACS_006_001
mouse_life_stage,Early adult
gene_accession_id,MGI:1913506
mouse_strain,C57BL
analysis_id,64v1q9o9m1q145u
pvalue,0.3854421
gene_symbol,Ssr2
parameter_name,Response amplitude - S
