pvalue,0.7878768
parameter_name,Total cholesterol
gene_accession_id,MGI:3026886
analysis_id,214op087v031434
parameter_id,JAXLA_CBC_015_001
mouse_life_stage,E9.5
mouse_strain,C57BL
gene_symbol,Cdin1
