gene_symbol,Smyd2
parameter_id,IMPC_CSD_008_001
mouse_life_stage,Early adult
mouse_strain,C52BL
gene_accession_id,MGI:1915889
pvalue,0.5407707
analysis_id,408vlb9563s24su
parameter_name,Coat - color pattern - back
