gene_accession_id,MGI:104848
parameter_name,Number of centre entries
mouse_strain,129SV
analysis_id,r03f2m8s1cq2860
gene_symbol,Inpp1
pvalue,0.5878813
mouse_life_stage,Early adult
parameter_id,ESLIM_007_001_015
