gene_symbol,Lpgat1
gene_accession_id,MGI:2446186
pvalue,0.6560563
mouse_life_stage,Late adult
parameter_id,IMPC_GEO_011_001
analysis_id,20z7j0k99za200j
mouse_strain,C57BL
parameter_name,Blood Vessel Morphology
