parameter_id,IMPC_CBC_001_001
analysis_id,nrq9u954pdya3ht
pvalue,0.979045
parameter_name,Sodium
mouse_life_stage,Early adult
gene_symbol,Tnni1
gene_accession_id,MGI:105073
mouse_strain,C57BL
