gene_symbol,Zfp683
gene_accession_id,MGI:3650254
pvalue,0.162561
mouse_strain,C57BL
parameter_name,Periphery - Permanence Time
analysis_id,92c12852pz5w511
mouse_life_stage,Early adult
parameter_id,M-G-P_007_001_008
