parameter_id,IMPC_GRS_011_001
mouse_life_stage,Early adult
analysis_id,jm994t1t339z54y
pvalue,0.9776041
mouse_strain,C57BL
gene_accession_id,MGI:1913396
gene_symbol,Maco1
parameter_name,Forelimb and hindlimb grip strength normalised against body weight
