gene_symbol,Ivd
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_id,MGP_MLN_005_001
analysis_id,p812jmgv304d506
parameter_name,Effector CD4+ T helper cells - % of CD4+ T helper cells
gene_accession_id,MGI:1929242
pvalue,0.6991809
