gene_symbol,Tnni1
mouse_life_stage,Early adult
analysis_id,1w05339jk383mrp
parameter_id,JAXLA_CSD_007_001
mouse_strain,C57BL
pvalue,0.9669969
parameter_name,Coat - color - abdomen
gene_accession_id,MGI:105073
