parameter_id,HMGULA_CBC_016_001
parameter_name,HDL-cholesterol
gene_accession_id,MGI:2674093
mouse_strain,C57BL
gene_symbol,Psd4
mouse_life_stage,Early adult
analysis_id,gef4ec21bs8ws96
pvalue,0.8775673
