parameter_name,Center average speed
mouse_life_stage,Early adult
gene_symbol,Zmynd8
gene_accession_id,MGI:1918025
analysis_id,i40k8sa9q76u24l
parameter_id,JAX_OFD_017_001
pvalue,0.1005372
mouse_strain,129SV
