gene_symbol,Cdin1
parameter_name,NK Subsets (Q2)
analysis_id,6xw05l1x26zf0c4
parameter_id,IMPC_IMM_055_001
gene_accession_id,MGI:3026886
mouse_strain,C57BL
pvalue,0.5086718
mouse_life_stage,Early adult
