gene_symbol,Eprs1
pvalue,0.08030466
analysis_id,s8586550x97aft3
mouse_strain,C57BL
parameter_id,IMPC_CBC_011_001
gene_accession_id,MGI:97838
parameter_name,Iron
mouse_life_stage,E9.5
