gene_symbol,Tiprl
gene_accession_id,MGI:1915087
mouse_life_stage,Early adult
parameter_id,JAX_LDT_008_001
pvalue,0.8304723
analysis_id,7kqz644rcn8a589
parameter_name,Percent time in dark
mouse_strain,C57BL
