gene_symbol,Ubxn4
mouse_life_stage,Late adult
parameter_id,JAX_ROT_002_001
pvalue,0.2561298
gene_accession_id,MGI:1915062
parameter_name,Average duration
mouse_strain,C57BL
analysis_id,1709m386chs3114
