mouse_life_stage,Middle aged adult
parameter_name,KLRG1+ gd T cells - % of gd T cells
pvalue,0.4173493
mouse_strain,C57BL
parameter_id,MGP_MLN_021_001
analysis_id,w994xw7l4v7b785
gene_symbol,Nucks1
gene_accession_id,MGI:1934811
