parameter_id,ESLIM_011_001_007
gene_symbol,Rufy4
gene_accession_id,MGI:3588214
parameter_name,PP1 + pulse startle magnitude
analysis_id,q31dxo613466047
mouse_life_stage,Early adult
pvalue,0.7346108
mouse_strain,C57BL
