gene_symbol,Slc39a10
parameter_id,IMPC_XRY_021_001
mouse_life_stage,E9.5
parameter_name,Humerus
mouse_strain,C57BL
analysis_id,k20396vf0k82355
pvalue,0.4452008
gene_accession_id,MGI:1914515
