parameter_id,JAX_OFD_010_001
gene_accession_id,MGI:2448481
analysis_id,99g60h076l1e705
mouse_life_stage,Early adult
pvalue,1.273552
parameter_name,Periphery distance travelled
mouse_strain,C57BL
gene_symbol,Mgst2
