gene_symbol,Npbwr1
parameter_name,HRV
analysis_id,9f3bags0wz5acnc
pvalue,0.2257943
mouse_life_stage,Early adult
gene_accession_id,MGI:891989
parameter_id,IMPC_ECG_010_001
mouse_strain,C57BL
