gene_symbol,Galnt13
parameter_id,IMPC_EYE_007_001
gene_accession_id,MGI:2139447
mouse_strain,C57BL
pvalue,0.9155151
parameter_name,Cornea
mouse_life_stage,Late adult
analysis_id,nt9dz69p7kc1jfv
